1,Eveliina Salonen,64927,982,-30,56,54,55,165,"$4,700"
2,Julia Fors,224238,951,-15,65,57,58,180,"$2,175"
2,Holyn Handley,133547,987,-15,53,66,61,180,"$2,175"
4,Eliezra Midtlyng,198446,944,-12,57,62,64,183,"$1,300"
4,Missy Gannon,85942,984,-12,61,57,65,183,"$1,300"
6,Ella Hansen,144112,974,-11,68,60,56,184,$883
6,Rebecca Don,208576,960,-11,60,64,60,184,$883
6,Catrina Allen,44184,963,-11,62,60,62,184,$883
9,Madison Walker,59431,952,-9,60,63,63,186,$700
10,Kaidi Allsalu,84279,951,-7,60,66,62,188,$640
11,Kat Mertsch,99455,966,-6,62,69,58,189,$570
11,Ida Emilie Nesse,181772,950,-6,64,63,62,189,$570
13,Henna Blomroos,59227,974,-5,69,59,62,190,$495
13,Keiti Tätte,94085,954,-5,67,60,63,190,$495
15,Amanda Lennartsson,155026,930,-4,66,59,66,191,$455
16,Matilda Ringbom,77385,938,-3,66,58,68,192,$430
17,Sofie Björlycke,35321,932,-2,66,64,63,193,$395
17,Elizabete Pēkšena,202571,914,-2,66,62,65,193,$395
19,Anneli Tõugjas-Männiste,85484,959,-1,68,65,61,194,$363
19,Anniken Kristiansen Steen,109996,962,-1,65,62,67,194,$363
21,Iida Lehtomäki,216558,965,E,70,65,60,195,$333
21,Paige Pierce,29190,968,E,67,64,64,195,$333
23,Netta Leppäaho,245306,939,+1,65,65,66,196,$302
23,Sintija Klezberga,229526,951,+1,65,61,70,196,$302
25,Taylor Chocek,189702,950,+2,66,65,66,197,
26,Mina Alme,311218,891,+3,65,69,64,198,
26,Heidi Laine,66599,963,+3,65,65,68,198,
28,Olivia Kindstedt,115503,945,+4,67,67,65,199,
28,Chandler Reigh,277832,937,+4,65,69,65,199,
30,Hanna Jansson,139387,892,+5,67,65,68,200,
31,Saga Dahlstedt,308525,906,+8,63,67,73,203,
32,Josefine Johansson,185057,927,+10,73,66,66,205,
33,Lauren Butler,65489,919,+11,66,73,67,206,
34,Elva-Kate Preston,184609,909,+12,70,66,71,207,
35,Jenny Larsson,179873,916,+13,69,70,69,208,
35,Sonja Laine,96090,899,+13,70,66,72,208,
35,Ella Tejler,156259,898,+13,68,68,72,208,
38,Kajsa Wahl,182450,892,+18,72,72,69,213,
38,Martje Sumowski,222973,929,+18,72,72,69,213,
38,María Eldey Kristínardóttir,140660,917,+18,68,71,74,213,
41,Sanne Dalseth,186629,861,+20,71,75,69,215,
42,Elina Rydberg,121554,903,+28,74,75,74,223,
43,Jannicke Hjemli,97238,863,+32,76,76,75,227,
43,Victoria Christensen,261216,868,+32,76,76,75,227,
45,Camilla Jernberg,35774,898,+34,78,73,78,229,
46,Rebecka Hoppe,232666,857,+36,78,81,72,231,
47,Ratana McMahon,101949,894,+37,79,77,76,232,
