1,1200,Gannon Buhr,75412,1043,-19,51,58,,109,"$12,250"
2,1190,Isaac Robinson,50670,1038,-16,54,58,,112,"$7,500"
3,1180,Gregg Barsby,15857,1023,-15,53,60,,113,"$3,225"
3,1180,Calvin Heimburg,45971,1043,-15,53,60,,113,"$3,225"
3,1180,Ezra Robinson,50671,1023,-15,53,60,,113,"$3,225"
3,1180,Gavin Babcock,80331,1014,-15,51,62,,113,"$3,225"
7,1140,Anthony Barela,44382,1039,-14,56,58,,114,"$1,925"
7,1140,Simon Lizotte,8332,1036,-14,53,61,,114,"$1,925"
9,1120,Kevin Jones,41760,1028,-13,55,60,,115,"$1,700"
10,1110,Chris Clemons,50401,1027,-11,57,60,,117,"$1,550"
10,1110,Brodie Smith,128378,1022,-11,56,61,,117,"$1,550"
12,1090,Benjamin Callaway,39015,1026,-10,57,61,,118,"$1,325"
12,1090,Paul Ulibarri,27171,1016,-10,56,62,,118,"$1,325"
12,1090,Corey Ellis,44512,1033,-10,56,62,,118,"$1,325"
12,1090,Tristan Tanner,99053,1011,-10,55,63,,118,"$1,325"
12,1090,Dawson Snelling,45739,1000,-10,53,65,,118,"$1,325"
12,1090,Mason Ford,72844,1030,-10,53,65,,118,"$1,325"
18,1030,Adam Hammes,57365,1029,-9,61,58,,119,"$1,006"
18,1030,Jake Hebenheimer,43762,1015,-9,59,60,,119,"$1,006"
18,1030,Emerson Keith,47472,1020,-9,58,61,,119,"$1,006"
18,1030,Ty Love,89959,1021,-9,57,62,,119,"$1,006"
18,1030,Richard Wysocki,38008,1044,-9,56,63,,119,"$1,006"
18,1030,Ezra Aderhold,121715,1033,-9,56,63,,119,"$1,006"
18,1030,Matthew Orum,18330,1040,-9,55,64,,119,"$1,006"
18,1030,Chris Dickerson,62467,1040,-9,53,66,,119,"$1,006"
26,950,John Jones,43834,1003,-8,61,59,,120,$800
26,950,Garrett Gurthie,13864,1030,-8,60,60,,120,$800
26,950,Robert Burridge,96512,1022,-8,60,60,,120,$800
26,950,Aaron Gossage,35449,1034,-8,59,61,,120,$800
26,950,Austin Turner,54049,1023,-8,56,64,,120,$800
26,950,Andrew Fish,58320,1014,-8,54,66,,120,$800
32,890,Evan Smith,101574,1030,-7,64,57,,121,$638
32,890,Tim Barham,53332,1012,-7,59,62,,121,$638
32,890,Eric Oakley,53565,1021,-7,58,63,,121,$638
