1,Silas Schultz,79047,1033,-35,61,58,61,57,56,293,"$30,000"
2,Rainers Balodis,158640,1029,-35,64,58,59,53,59,293,"$20,000"
3,Zachary Nash,101197,1035,-32,63,57,62,61,53,296,"$13,167"
3,Isaac Robinson,50670,1048,-32,62,58,57,63,56,296,"$13,167"
3,Jake Monn,98722,1028,-32,57,59,59,64,57,296,"$13,167"
6,Richard Wysocki,38008,1053,-31,64,58,62,55,58,297,"$8,600"
7,Anthony Barela,44382,1038,-30,59,60,58,62,59,298,"$7,500"
8,Austin Turner,54049,1030,-29,64,59,62,57,57,299,"$5,850"
8,Gannon Buhr,75412,1062,-29,59,61,61,59,59,299,"$5,850"
10,Aaron Gossage,35449,1035,-28,59,58,59,61,63,300,"$4,550"
11,Calvin Heimburg,45971,1052,-27,62,63,59,61,56,301,"$3,950"
12,Eagle McMahon,37817,1045,-26,66,60,58,62,56,302,"$3,083"
12,Rasmus Saukkoriipi,136325,1018,-26,59,61,62,62,58,302,"$3,083"
12,Cole Redalen,79748,1038,-26,63,61,58,58,62,302,"$3,083"
15,Jake Hebenheimer,43762,1025,-25,64,60,65,57,57,303,"$2,450"
16,Joseph Anderson,122356,1032,-24,57,63,57,67,60,304,"$2,175"
17,Paul McBeth,27523,1048,-23,60,66,61,61,57,305,"$1,940"
17,Adam Hammes,57365,1039,-23,59,65,59,62,60,305,"$1,940"
19,Nestori Tuhkanen,110462,1029,-22,63,61,61,60,61,306,"$1,765"
20,Joona Heinänen,58926,1028,-21,68,60,61,60,58,307,"$1,580"
20,Levi Stout,118179,1020,-21,62,64,59,63,59,307,"$1,580"
20,Niklas Anttila,91249,1042,-21,60,66,59,63,59,307,"$1,580"
20,Teemu Lampainen,107567,1028,-21,62,66,60,59,60,307,"$1,580"
24,Chris Dickerson,62467,1043,-20,66,60,65,58,59,308,"$1,460"
24,Casey White,81739,1036,-20,62,62,56,65,63,308,"$1,460"
26,Daniel Davidsson,76456,1036,-19,59,65,66,59,60,309,"$1,400"
26,Raven Newsom,88212,1030,-19,63,63,60,61,62,309,"$1,400"
28,Mauri Villmann,107197,1042,-18,66,62,62,60,60,310,"$1,360"
29,Andrew Presnell,63765,1029,-16,65,62,62,61,62,312,"$1,323"
29,Väinö Mäkelä,59635,1030,-16,61,63,59,66,63,312,"$1,323"
31,Cale Leiviska,24341,1035,-15,67,62,59,63,62,313,"$1,273"
31,Ty Love,89959,1024,-15,64,68,55,61,65,313,"$1,273"
33,Luke Taylor,102119,1041,-14,62,65,62,66,59,314,"$1,235"
34,Braeden Sides,129963,1026,-13,66,68,58,61,62,315,"$1,200"
34,Sullivan Tipton,78817,1041,-13,61,65,68,58,63,315,"$1,200"
36,Jaden Rye,153363,1029,-12,65,64,64,62,61,316,"$1,160"
37,Jesse Nieminen,58923,1031,-11,65,68,62,65,57,317,"$1,091"
37,Wyatt Mahoney,89460,1021,-11,66,66,61,65,59,317,"$1,091"
37,Harry Chace,131546,1024,-11,65,67,64,59,62,317,"$1,091"
37,Lauri Lehtinen,82297,1035,-11,64,64,63,64,62,317,"$1,091"
37,Kevin Jones,41760,1009,-11,63,68,61,59,66,317,"$1,091"
42,Ezra Aderhold,121715,1022,-10,69,62,67,58,62,318,$998
42,Lucas Oberholtzer Hess,90439,1020,-10,67,59,63,66,63,318,$998
42,Elijah Rider Brandt,143853,1010,-10,65,64,65,60,64,318,$998
42,Evan Scott,89394,1028,-10,63,65,61,63,66,318,$998
42,Ryan Monn,144929,1021,-10,63,64,61,63,67,318,$998
47,Colin Bryant,130709,1033,-9,67,64,65,61,62,319,$910
47,Emerson Keith,47472,1026,-9,67,62,64,64,62,319,$910
47,Evan Smith,101574,1043,-9,56,67,63,67,66,319,$910
47,Fritiof Fagergren,135125,1018,-9,65,62,60,63,69,319,$910
51,Ezra Robinson,50671,1034,-8,63,68,64,64,61,320,$820
51,Mason Ford,72844,1035,-8,63,67,65,64,61,320,$820
51,Paul Krans,132521,1036,-8,67,67,60,64,62,320,$820
51,Kyle Holt,118412,1010,-8,67,60,64,60,69,320,$820
55,Andrew Marwede,75590,1037,-7,64,66,65,62,64,321,$750
55,Jakub Semerád,91925,1028,-7,64,68,61,63,65,321,$750
57,Simon Lizotte,8332,1032,-6,68,54,67,64,69,322,$720
58,Carson Ham,163350,1004,-5,65,63,65,65,65,323,$700
59,Albert Tamm,76669,1020,-4,67,65,60,71,61,324,$675
59,Matthew Orum,18330,1029,-4,64,73,62,63,62,324,$675
59,Corey Ellis,44512,1031,-4,61,64,75,61,63,324,$675
59,Kyle Klein,85132,1036,-4,70,63,64,62,65,324,$675
63,Garrett Gurthie,13864,1022,-3,68,68,62,61,66,325,$645
63,Kevin Kiefer III,97115,1022,-3,69,66,60,64,66,325,$645
65,Arvid Håkansson,119628,1021,-2,63,69,66,64,64,326,$602
65,Elijah Bickel,94844,1023,-2,61,71,69,60,65,326,$602
65,Chandler Kramer,139228,1025,-2,66,64,65,65,66,326,$602
65,J.J. Campbell,170839,1013,-2,63,67,62,66,68,326,$602
65,Paul Ulibarri,27171,1030,-2,66,62,62,66,70,326,$602
70,Jonathan Borzick,119794,1031,-1,59,70,68,64,66,327,$573
70,Gavin Babcock,80331,1038,-1,66,65,64,62,70,327,$573
72,Gillis MacDougall,124607,1007,E,70,63,65,65,65,328,$563
72,James Conrad,17295,1018,E,64,66,66,65,67,328,$563
74,Amos Kauder,235458,1003,+1,66,66,64,65,68,329,$553
74,Otto Mäkinen,159317,1021,+1,64,64,67,65,69,329,$553
76,Luke Samson,59419,1014,+2,64,65,68,65,68,330,$543
76,Cam Rico,28560,1011,+2,70,61,64,65,70,330,$543
78,Clay Edwards,91397,1023,+3,64,67,64,66,70,331,$530
79,Bradley Williams,31644,1031,+4,64,62,71,66,69,332,$517
79,Axel Olson,120743,1011,+4,66,68,61,68,69,332,$517
79,Aviel Gomez,127492,1026,+4,64,60,67,72,69,332,$517
79,Alden Harris,98091,1019,+4,71,64,59,68,70,332,$517
83,Aidan Scott,99246,1026,+7,74,64,63,62,72,335,$505
84,Lucas Carmichael,151146,1006,+8,65,61,73,59,78,336,$500
85,Andrew Martin,54302,1010,+2,71,73,59,61,264,,
85,Colton Lawless,146679,1001,+2,65,70,65,64,264,,
85,Chandler Fry,25541,1005,+2,62,68,70,64,264,,
85,Nikko Locastro,11534,1013,+2,65,67,66,66,264,,
85,Kyle Krieckhaus,154511,1016,+2,68,63,66,67,264,,
90,Hjalmar Fredriksson,116137,1018,+3,72,62,64,67,265,,
90,Frank Smith,99092,1012,+3,68,64,65,68,265,,
90,Sylus Williams,131330,1013,+3,65,63,68,69,265,,
90,Austen Bates,130724,1027,+3,70,61,64,70,265,,
94,Jacky Chen,128836,1019,+4,69,70,62,65,266,,
94,Emmanuel Torres,68986,1023,+4,72,66,62,66,266,,
94,Chris Clemons,50401,1017,+4,69,69,62,66,266,,
94,Matthew Alexander,138103,1006,+4,66,67,67,66,266,,
94,Evan Walker,190731,1028,+4,68,63,65,70,266,,
99,Benjamin Callaway,39015,1018,+5,76,61,65,65,267,,
99,Zach Arlinghaus,65266,1021,+5,72,65,64,66,267,,
99,Noah Fiveash,99153,983,+5,66,69,65,67,267,,
99,Gavin Phillips,119504,1018,+5,65,68,66,68,267,,
99,Caleb Bruce,101944,1006,+5,66,65,68,68,267,,
99,Titus Davie,115713,1014,+5,63,73,62,69,267,,
99,Harper Thompson,60259,1025,+5,68,65,63,71,267,,
106,Matias Kalaoja,80858,1002,+6,63,67,74,64,268,,
106,Thomas Earhart,54106,1020,+6,68,67,68,65,268,,
106,Nathan Queen,68286,1020,+6,66,65,70,67,268,,
106,Bennett Doemland,123741,996,+6,67,69,64,68,268,,
106,Lucas Wright,129632,999,+6,65,69,62,72,268,,
111,Parker Welck,39491,1030,+7,75,58,69,67,269,,
111,Miles Sayer,91543,1013,+7,62,70,70,67,269,,
111,Tomáš Mozola,103693,993,+7,68,68,65,68,269,,
111,Alexander Krause,100061,1016,+7,61,66,72,70,269,,
115,Jesse Longenecker,149546,1027,+8,73,77,58,62,270,,
115,Rico Garcia,94883,1000,+8,74,66,64,66,270,,
115,Bo McLaughlin,87143,1018,+8,70,64,68,68,270,,
115,Robert Burridge,96512,1022,+8,66,66,69,69,270,,
119,Gavin King,134643,1004,+9,72,67,67,65,271,,
119,Aidan Hosler,145729,1000,+9,62,72,70,67,271,,
119,Calvin Lonnquist,145206,1014,+9,66,65,73,67,271,,
119,G.T. Hancock,49885,1022,+9,72,66,64,69,271,,
119,Jakub Knápek,68237,1022,+9,69,63,70,69,271,,
