1,Luke Taylor,102119,1037,-28,57,62,62,53,234,"$15,000"
2,Gannon Buhr,75412,1063,-27,51,64,62,58,235,"$7,500"
3,Sullivan Tipton,78817,1039,-23,58,58,64,59,239,"$5,800"
4,Adam Hammes,57365,1037,-17,57,63,66,59,245,"$4,700"
5,Isaac Robinson,50670,1047,-16,58,72,66,50,246,"$3,500"
5,Simon Lizotte,8332,1031,-16,62,63,67,54,246,"$3,500"
5,Richard Wysocki,38008,1051,-16,57,63,69,57,246,"$3,500"
8,Jake Hebenheimer,43762,1018,-15,59,66,67,55,247,"$2,750"
9,Zachary Nash,101197,1033,-14,56,63,73,56,248,"$2,450"
9,Joel Freeman,69509,1040,-14,57,63,69,59,248,"$2,450"
11,Chris Dickerson,62467,1041,-13,58,68,65,58,249,"$2,200"
12,Calvin Heimburg,45971,1052,-12,52,69,71,58,250,"$1,900"
12,Matthew Orum,18330,1030,-12,58,69,64,59,250,"$1,900"
12,Paul McBeth,27523,1046,-12,62,60,67,61,250,"$1,900"
12,Cole Redalen,79748,1036,-12,60,61,67,62,250,"$1,900"
16,Colin Bryant,130709,1032,-10,57,68,71,56,252,"$1,650"
17,Raven Newsom,88212,1030,-9,61,68,67,57,253,"$1,500"
17,Paul Krans,132521,1034,-9,57,70,66,60,253,"$1,500"
17,Gavin Babcock,80331,1038,-9,54,64,75,60,253,"$1,500"
20,Andrew Presnell,63765,1029,-8,61,69,69,55,254,"$1,279"
20,Casey White,81739,1035,-8,60,70,66,58,254,"$1,279"
20,Bradley Williams,31644,1032,-8,63,63,70,58,254,"$1,279"
20,Anthony Barela,44382,1041,-8,57,67,71,59,254,"$1,279"
20,Ty Love,89959,1023,-8,59,64,72,59,254,"$1,279"
20,Jesse Longenecker,149546,1024,-8,58,63,72,61,254,"$1,279"
26,Austen Bates,130724,1024,-7,63,68,67,57,255,"$1,138"
26,Silas Schultz,79047,1032,-7,60,69,67,59,255,"$1,138"
28,Matt Bell,48950,1015,-5,63,69,66,59,257,"$1,088"
28,Paul Ulibarri,27171,1030,-5,58,69,68,62,257,"$1,088"
30,Mason Ford,72844,1037,-3,62,65,69,63,259,"$1,050"
31,Elijah Rider Brandt,143853,1009,-2,62,67,72,59,260,"$1,013"
31,Evan Scott,89394,1027,-2,59,70,66,65,260,"$1,013"
33,Connor O'Reilly,99648,1012,-1,69,68,66,58,261,$950
33,Aaron Gossage,35449,1037,-1,55,72,73,61,261,$950
33,Corey Ellis,44512,1033,-1,57,72,70,62,261,$950
36,Jonathan Borzick,119794,1032,E,65,71,66,60,262,$890
36,Fredy Meza,100497,1022,E,61,66,74,61,262,$890
38,Andrew Miranda,118426,1023,+1,63,69,70,61,263,$815
38,Braeden Sides,129963,1028,+1,62,69,71,61,263,$815
