1,Adam Hammes,57365,1034,-23,54,56,59,169,"$8,500"
2,Miio Hämäläinen,201845,1012,-21,60,53,58,171,"$4,500"
3,Daniel Davidsson,76456,1031,-20,57,59,56,172,"$2,100"
3,Kevin Jones,41760,1023,-20,58,56,58,172,"$2,100"
3,Sullivan Tipton,78817,1031,-20,59,54,59,172,"$2,100"
3,Lauri Lehtinen,82297,1036,-20,59,54,59,172,"$2,100"
3,Jesse Nieminen,58923,1022,-20,57,55,60,172,"$2,100"
3,Gannon Buhr,75412,1058,-20,58,53,61,172,"$2,100"
9,Calvin Heimburg,45971,1045,-19,61,55,57,173,"$1,200"
9,Anthony Barela,44382,1044,-19,60,53,60,173,"$1,200"
11,Niklas Anttila,91249,1042,-18,60,57,57,174,"$1,050"
12,Teemu Lampainen,107567,1020,-17,58,57,60,175,$980
13,Nestori Tuhkanen,110462,1014,-16,64,53,59,176,$840
13,Onni Ruusunen,131002,1025,-16,60,57,59,176,$840
13,Kyle Klein,85132,1045,-16,59,58,59,176,$840
13,Ezra Robinson,50671,1042,-16,57,59,60,176,$840
17,Jake Monn,98722,1029,-14,58,61,59,178,$675
17,Aaron Gossage,35449,1033,-14,56,62,60,178,$675
17,Benjamin Callaway,39015,1023,-14,60,57,61,178,$675
17,Emil Karlsson,190064,978,-14,56,61,61,178,$675
21,Hjalte Jensen,129061,1018,-13,63,55,61,179,$610
22,Nikola Arkko,199203,1001,-12,63,57,60,180,$562
22,Richard Wysocki,38008,1053,-12,64,55,61,180,$562
22,Linus Carlsson,82098,1020,-12,63,56,61,180,$562
22,James Proctor,34250,1032,-12,58,59,63,180,$562
26,Roland Kõur,108695,1023,-11,61,57,63,181,$510
27,Matthew Orum,18330,1038,-10,64,59,59,182,$444
27,Henric Hagman,59769,1005,-10,60,63,59,182,$444
27,Justus Sarvi,165010,1016,-10,62,60,60,182,$444
27,Alden Harris,98091,1025,-10,59,61,62,182,$444
27,Isaac Robinson,50670,1047,-10,64,55,63,182,$444
27,Gavin Babcock,80331,1030,-10,60,59,63,182,$444
27,Aapo Karhi,82562,1013,-10,60,59,63,182,$444
27,Kristian Kuoksa,107078,1014,-10,62,56,64,182,$444
35,Silver Lätt,61186,1017,-9,62,64,57,183,$365
35,Väinö Mäkelä,59635,1033,-9,62,61,60,183,$365
35,Elias Luukkonen,106059,1011,-9,61,60,62,183,$365
35,Teemu Talikainen,155087,1010,-9,60,61,62,183,$365
35,Eetu Tuominen,131056,1026,-9,63,57,63,183,$365
35,Casey White,81739,1030,-9,56,64,63,183,$365
35,Robert Burridge,96512,1025,-9,61,57,65,183,$365
42,Chandler Kramer,139228,1019,-8,61,63,60,184,$168
42,Jakub Semerád,91925,1022,-8,61,62,61,184,$168
42,Tuomas Hyytiäinen,65715,1010,-8,61,59,64,184,$168
42,Garrett Gurthie,13864,1020,-8,60,59,65,184,$168
42,Oiva Päivänsalo,157441,1006,-8,56,62,66,184,$168
42,Ezra Aderhold,121715,1027,-8,56,59,69,184,$168
48,Albert Tamm,76669,1020,-7,66,65,54,185,
48,Severi Saviniemi,80974,1021,-7,69,58,58,185,
48,Paul McBeth,27523,1045,-7,62,64,59,185,
48,Joona Heinänen,58926,1025,-7,60,66,59,185,
48,Mauri Villmann,107197,1037,-7,64,57,64,185,
48,Rasmus Saukkoriipi,136325,1011,-7,58,63,64,185,
54,Samuel Hänninen,87964,1004,-6,59,65,62,186,
55,Matt Bell,48950,1023,-5,61,64,62,187,
56,Eetu Salomäki,117593,1009,-4,66,58,64,188,
56,Raven Newsom,88212,1022,-4,60,63,65,188,
56,Jacob Blair,52785,1013,-4,60,62,66,188,
59,Paul Ulibarri,27171,1029,-3,65,63,61,189,
59,James Conrad,17295,1021,-3,60,65,64,189,
59,Luke Taylor,102119,1032,-3,66,58,65,189,
62,Peter Lunde,72576,1025,-2,62,63,65,190,
62,Cole Redalen,79748,1031,-2,63,61,66,190,
62,Bradley Williams,31644,1033,-2,61,59,70,190,
65,Bohdan Bílek,80134,1010,-1,66,60,65,191,
66,Otto Mäkinen,159317,1011,E,65,67,60,192,
66,Nathan Sexton,18824,1028,E,64,64,64,192,
66,Leevi Isotalo,116000,1004,E,68,59,65,192,
66,Fritiof Fagergren,135125,1012,E,65,62,65,192,
66,AJ Carey,61770,1015,E,64,63,65,192,
66,Petr Striegler,89634,1003,E,61,65,66,192,
72,Evan Scott,89394,1024,+1,64,67,62,193,
73,Pekka Hyvönen,107079,1013,+2,65,67,62,194,
73,Clay Edwards,91397,1016,+2,67,61,66,194,
73,Markus Fjørtoft,108837,1001,+2,63,65,66,194,
73,Rasmus Koski,203331,993,+2,68,59,67,194,
73,Marius Gulbrandsen,176840,994,+2,66,61,67,194,
73,Dennis Augustsson,98130,1021,+2,61,63,70,194,
79,Alexander Standal Borgersrud,182130,996,+4,66,61,69,196,
80,Morten Kristiansen,111626,984,+5,67,64,66,197,
81,Rienk Kan,89184,989,+6,66,66,66,198,
81,Braeden Sides,129963,1023,+6,64,67,67,198,
81,Eli Swansen,128050,1002,+6,66,61,71,198,
84,Tyler Schrock,71872,980,+7,66,68,65,199,
84,Evald Sandermoen Øwre,124269,988,+7,63,69,67,199,
86,Josef Berg,95050,1002,+8,64,69,67,200,
86,Kaspar Kukk,138685,993,+8,64,63,73,200,
88,Rasmus Metsamaa,92779,1009,+9,68,65,68,201,
89,Morten Brenna,79859,1013,+10,73,62,67,202,
90,Håkon Kveseth,74569,1005,+11,65,64,74,203,
91,Sondre Pettersen,164861,945,+12,67,65,72,204,
92,Oscar Langskau,184880,963,+13,72,67,66,205,
92,Randy Dueck,139619,999,+13,73,63,69,205,
94,Tobias Hjorteland Schjølberg,165236,988,+15,73,68,66,207,
94,Niko Rättyä,52488,973,+15,71,70,66,207,
96,Bruno Gartenbach,284480,931,+16,70,67,71,208,
96,Teo Huer,228600,958,+16,65,67,76,208,
98,Tom Erik K Steen,83906,961,+17,71,68,70,209,
99,Olav H. Breistein,59468,960,+20,75,70,67,212,
100,Ole Andreas Rokseth Børnes,103093,956,+25,74,76,67,217,
101,Nils Arne Håland,84648,943,+27,73,72,74,219,
102,Andreas Kjøsnes,228950,970,+32,70,75,79,224,
103,Magnus Sørum,286326,921,+37,70,77,82,229,
104,Matias Pettersen,292526,898,+38,76,78,76,230,
105,Henrik Haaland,174255,1014,66,66,999,DNF,,
106,Thomas Helgesen,214285,972,65,76,999,DNF,,
106,Joey Temali,100818,1002,68,999,DNF,,,
108,Ole Sebastian Sveia Sanden,289872,961,72,72,999,DNF,,
108,Blær Örn Ásgeirsson,80554,991,78,999,DNF,,,
108,Connor Wellbourne-Wood,184299,955,78,999,DNF,,,
